**** All Elevator Calls (time,src,dest,state,elev dt) stage 8 ****
Elevator call,4.993816266014164,-6,78,3,9, Done, dt, 64.00618373398584
Elevator call,18.77917039169597,-9,-7,3,7, Done, dt, 22.22082960830403
Elevator call,19.387078657155826,-1,5,3,9, Done, dt, 112.61292134284417
Elevator call,20.327517520632,-1,-5,3,3, Done, dt, 27.672482479368
Elevator call,27.9999732565052,-1,55,3,5, Done, dt, 53.0000267434948
Elevator call,29.917239624265676,-2,64,3,1, Done, dt, 57.082760375734324
Elevator call,38.28582116015673,-4,68,3,7, Done, dt, 60.71417883984327
Elevator call,39.19202923931175,-4,6,3,1, Done, dt, 106.80797076068825
Elevator call,39.69710409736126,0,95,3,3, Done, dt, 79.30289590263874
Elevator call,49.43307426313186,-2,-4,3,5, Done, dt, 81.56692573686814
Elevator call,54.196436787183075,-6,8,3,7, Done, dt, 129.80356321281693
Elevator call,57.40531969890162,-3,7,3,7, Done, dt, 115.59468030109838
Elevator call,63.05259875982824,-5,-1,3,3, Done, dt, 148.94740124017176
Elevator call,79.37736411739434,-3,85,3,8, Done, dt, 201.62263588260566
Elevator call,89.4285158976113,-5,19,3,8, Done, dt, 53.571484102388695
Elevator call,92.15048695301039,-9,40,3,6, Done, dt, 90.84951304698961
Elevator call,96.61997031673536,-6,39,3,6, Done, dt, 75.38002968326464
Elevator call,108.64204888088284,-2,44,3,1, Done, dt, 105.35795111911716
Elevator call,111.62708145083661,-3,-8,3,4, Done, dt, 32.37291854916339
Elevator call,116.72069026135568,-2,67,3,8, Done, dt, 136.27930973864432
Elevator call,117.93413927793131,-2,70,3,2, Done, dt, 100.06586072206869
Elevator call,133.34539591368775,-9,47,3,5, Done, dt, 112.65460408631225
Elevator call,134.00355801094793,-6,98,3,9, Done, dt, 199.99644198905207
Elevator call,140.52095248879914,-6,54,3,5, Done, dt, 199.47904751120086
Elevator call,142.07808960138755,-8,13,3,5, Done, dt, 46.921910398612454
Elevator call,146.76293294989182,0,73,3,9, Done, dt, 164.23706705010818
Elevator call,147.44392615224183,-7,67,3,4, Done, dt, 95.55607384775817
Elevator call,151.6163012890247,-6,0,3,9, Done, dt, 38.383698710975295
Elevator call,159.17766514162577,0,7,3,1, Done, dt, 25.822334858374234
Elevator call,170.15712188664338,-6,51,3,5, Done, dt, 157.84287811335662
Elevator call,173.25392580462358,62,87,3,7, Done, dt, 70.74607419537642
Elevator call,174.91394871323018,-4,48,3,3, Done, dt, 82.08605128676982
Elevator call,177.9146689591314,-2,10,3,9, Done, dt, 39.085331040868596
Elevator call,179.41211574761928,-2,26,3,3, Done, dt, 56.58788425238072
Elevator call,188.69360223337299,-6,-7,3,0, Done, dt, 25.306397766627015
